,nBondsM,SpMAD_Dt,fragC,MLFER_BH,MLFER_E,MLFER_L,MPC6,TPC,piPC1,piPC4,piPC5,TpiPC,R_TpiPCTPC,GGI4,MWC4,MWC5,MWC6,MWC7,MWC8,MWC9,SRW4,SRW6,SRW8,SRW10,TSRW,WTPT-1,WTPT-3,WTPT-4,WPOL,Zagreb
869,-0.6536317532095786,0.0849391589396189,-0.3621337270049006,0.4070860021134368,-0.6547722601698336,0.5647071412055958,-0.30189379388993404,-0.254661357958672,0.40351673311048797,-0.052464542062797805,-0.10096488628947198,-0.10526291255192062,-0.6745309920579755,-0.4084139806879232,0.3245455195586725,0.28902830421654574,0.2538032834033717,0.23542852118228877,0.21629043781560903,0.20723414435692514,0.42125449326147674,0.3052255137880308,0.234411018708145,0.19563415430826472,0.19861640686353826,0.3841676931047171,-0.5625844873931705,-0.7267252325568483,-0.009318483458720443,0.11459754285843457
726,-0.6536317532095786,-1.0835025516822823,-0.4773907533813545,-0.9078576723368211,-0.7098863515526003,-1.079632308644073,-0.6632502405212862,-0.598317443823111,-1.3968671981702985,-1.9106184869746186,-1.6835040594735775,-1.4120995478632403,-0.6207864642281565,-0.7861424108263236,-1.3763128774265192,-1.4270902607912104,-1.3563019551604556,-1.3980201549072233,-1.3369641283375375,-1.3733076028383058,-1.3314184369047142,-1.2757686043593388,-1.2438477066991083,-1.2247698349341418,-1.232248210018991,-1.0650210572751795,-0.672951264126785,-0.4688297059258514,-1.0024315171634062,-1.0370112472345931
1136,0.7601371611990569,0.5706515202748281,0.26177351259382203,0.26117530866945465,0.8539064029341846,0.7695335076070913,0.3806683830803979,0.2756568464868112,0.875213294074062,0.950215297632016,0.9575632600807844,0.9589488972371657,0.441041712420642,0.18222387743610674,0.7047344666158166,0.6940722899137874,0.6720910966027177,0.6634783266370698,0.6454979538410871,0.6392131140848369,0.7222273117786991,0.6776421407052994,0.6383230021339414,0.6064461934009729,0.6254511921655085,0.5833333807363881,1.0439049918674874,0.5823030451814472,0.5056290154992648,0.6152970168119248
1048,-0.7419923103601183,-0.08589178742438976,-0.2206819219065253,-0.31722516474321694,-0.36806764338069353,-0.16994354897652378,-0.07437306823315673,-0.2039782661585209,0.02836759788348546,0.043273873770971714,0.07078101837948138,-0.08438113190553971,-0.6964139432864086,-0.12162017296962695,0.38199985087685706,0.41532494572588613,0.4267268647137338,0.4489895033735246,0.45593603980318226,0.4717011894850429,0.32213605108783383,0.3869019149735176,0.4300916027358457,0.45859904622780895,0.44635354423824974,-0.16475465859496707,-0.637366142783562,-0.39615380778607234,-0.046100447670005096,-0.08568224672296154
1010,-0.4769106389084991,-0.31912839220110334,-0.419605071520796,0.24719584103410305,-0.29959256014755914,-0.2498882090760508,-0.47588023115688144,-0.4166000171250083,-0.029354067364539226,-0.16886277937092725,-0.2804481551997487,-0.2547410917551143,-0.5968618476096322,-0.5618661554316484,0.07785435779295462,0.10533881967977561,0.1023530388738919,0.12184938468733267,0.1174009309442816,0.13233172384376193,0.04688527683935368,0.07240793328441503,0.0846514864383785,0.0904908565720166,0.11498255180270948,-0.3883140943460732,-0.03431414507172943,-0.008617929562808296,-0.4507020539941363,-0.3861019310950557
672,-0.7419923103601183,-1.3188580128871532,-0.4931600101719511,-0.936690324334734,-0.6224831965314449,-1.215971052221451,-0.6632502405212862,-0.6094430005597296,-3.115088232573822,-1.9106184869746186,-1.6835040594735775,-2.2296919086207536,-0.6964139432864086,-0.7861424108263236,-3.8280986178660275,-3.84531016071951,-3.928443098947148,-3.928839183252461,-3.986263756121006,-3.979471525395825,-3.7605655169082346,-3.955473960910819,-4.058095251068487,-4.112424585542201,-4.134964395003382,-1.2551426534438477,-0.9011903815399943,-1.0686034748775661,-1.0024315171634062,-1.18722108942064
1079,-0.5652711960590389,-0.981122240457247,-0.46680806277769826,-0.8912570545198413,-0.681494243870569,-1.025020430964619,-0.6632502405212862,-0.5847195411450217,-0.8950956683145936,-1.9106184869746186,-1.6835040594735775,-1.0518338084838394,-0.5643659639303319,-0.7861424108263236,-0.7957810443047184,-0.7425801010343119,-0.7277709154416186,-0.6861639973270278,-0.6789484212188949,-0.6471845919216105,-0.8274215725540295,-0.695427496696355,-0.608253646287404,-0.5538347020203674,-0.5814302232414135,-0.9392608134706736,-0.3579876264908726,0.17442411428125845,-0.8553036603182675,-0.9118363787462205
1256,-0.12346841030634025,-0.4809087028999115,-0.4459570189150489,-0.5968145174502486,-0.24280834478349642,-0.6104029820089503,-0.5829488079365414,-0.5154938547838397,-0.2976550271089808,0.2759162444074688,0.3377319399677793,-0.09702301190479731,0.09659010188430685,-0.5797907686107754,-0.24084355455796372,-0.17915064942481568,-0.15950307908910663,-0.11803476653410712,-0.10679480322383357,-0.07710604327649973,-0.34250058382473364,-0.2243063208429121,-0.126805192729377,-0.05770317842118925,-0.08558987794779335,-0.7062451287776166,-0.6417236034835264,-0.7409652765118998,-0.6346118750505596,-0.6865216154671498
646,-0.12346841030634025,-0.4695641093311695,-0.44071806317066464,-0.8694141363396044,-0.3580468994929178,-0.6819458147731767,-0.5427980916441689,-0.4957150872520734,-0.22399887591966508,0.31046671228545747,0.4093348847799266,-0.04001744509161439,0.04291920774110647,-0.42240392271977517,-0.13864279308622224,-0.08910862558954963,-0.06782455031956662,-0.03339623796174592,-0.022114244921368785,0.0031621331715958735,-0.2209584483595447,-0.12158628009033752,-0.045951018936222804,0.008275680281864704,-0.015441232582508813,-0.6453290389571342,-0.6514090223435316,-0.4248337404648436,-0.597829910839275,-0.6114166943741264
656,-0.21182896745687996,0.682066063439916,-0.27778653952031385,1.2222637085998758,-0.4493470104704303,0.9643031412890605,-0.03422235194078427,0.03583929016414514,1.0177701746440555,0.27710418548148386,0.20335814267175065,0.1682038812979591,-0.6588171086611452,0.2840881412324778,0.7414006308122892,0.6761861134344334,0.6141449985044983,0.5711482255909826,0.5275527078719207,0.49838934633765364,0.8851553673372398,0.725652584875494,0.6052146008413919,0.5186463118682917,0.5347868502554536,1.4114703491865892,1.2655042017031857,3.4900999440354514,0.8734486576121113,1.0659265433700662
761,-0.7419923103601183,-0.4649859977233723,-0.403940593845087,-0.05336271312595581,-0.7421754151909888,-0.3460000217753231,-0.40896237066959396,-0.39929359553471283,-0.029354067364539226,-0.3466185751131489,-0.2000980989783894,-0.35815620423994143,-0.6964139432864086,0.2840881412324778,0.2938860281633762,0.29538045419168285,0.3076335990806692,0.3099158810003139,0.3145839913658454,0.3174985039921252,0.2862610563632697,0.3408386100526261,0.3562466009206121,0.3554266837945884,0.3475958528187481,-0.17391310121414338,-0.19922230430771526,0.4986723379088485,-0.15644634030385907,-0.13575219411831058
43,-0.7419923103601183,-0.8729087983499758,-0.4616738861482017,-0.4622621414599896,-0.6308338164379247,-0.8278320894133966,-0.6632502405212862,-0.5760663303498739,-1.0376525488845871,-1.160485133914762,-1.1772130105556335,-1.1061233265482495,-0.6964139432864086,-0.6602329341135235,-0.7803487351108953,-0.7641341308866838,-0.7539620859623741,-0.7398881216743506,-0.733695822704648,-0.7222757250991554,-0.7815767292121332,-0.7485268412853897,-0.7195992621462614,-0.6958001995067052,-0.7113069881203111,-0.8680580742547854,-0.6264051606243757,-0.3737680692289476,-0.8553036603182675,-0.886801405048546
1106,-0.3885500817579594,0.41410959252502205,-0.3303856551939319,0.29262911084899573,-0.4476768864891343,0.5456120790799126,-0.2349759334026466,-0.16318455812425298,0.7106434533434763,0.2577768866628312,0.17156305592805018,0.05608040602668711,-0.6281681518821851,0.2840881412324778,0.5602491220990871,0.5091603921551121,0.47334512221703534,0.4434788437095988,0.42069278905260277,0.4034803355649512,0.6701833546145893,0.5495386274704315,0.46346084629832796,0.40919453015138285,0.41671778380154506,0.7542479759820804,0.43434347927503625,1.3580197438646169,0.32171919444284147,0.5401920957189013
575,0.31833437544635834,0.25761622982835297,-0.22052475323419382,-0.5636132818162886,0.2665794695117717,-0.23944957511401066,0.08622979693633313,-0.0803609690849817,0.4423424935990347,0.8485415047417384,0.8955450566310176,0.9116216512581877,1.126420582048895,0.28059065611798184,0.44004617663761686,0.48102460614133274,0.5046140345046856,0.5314998153199136,0.5448780960436881,0.5637226576606907,0.34521433574134375,0.4280959012989443,0.4890715791650339,0.5326902772288739,0.5187248753376864,-0.16512217908969798,-0.08330493805845915,-0.7246661980201724,0.06424544496384887,-0.060647273025287024
189,-0.12346841030634025,-0.2924379715529201,-0.403940593845087,0.29088167739457677,-0.049630670946930314,-0.09203569550373618,-0.31527736598739153,-0.33501260105647246,0.1848801112679906,0.4081916162616389,0.4739704896605727,0.2245754406634424,-0.1713879746497961,-0.13211262910004884,0.23151924538384835,0.24807844249026606,0.2527350445529964,0.26610516183170896,0.26777195297144507,0.2783052445877083,0.2094619340790169,0.22000302574038083,0.22972290983547752,0.2397728259878891,0.22930554946100834,-0.19243872663854622,-0.26655335746193487,-0.08617965405968678,-0.23001026872642838,-0.2108571152113341
